@relation 'all news tweets'

@attribute Content string
@attribute Time {11/20/2023,11/22/2023,11/19/2023,11/17/2023,11/21/2023,10/29/2023,11/18/2023,11/14/2023,10/12/2023,11/6/2023,11/1/2023,10/10/2023,10/31/2023,10/15/2023,10/16/2023,10/27/2023,10/17/2023,10/30/2023,10/11/2023,11/12/2023,10/14/2023,11/10/2023,11/15/2023,11/3/2023,11/9/2023,11/16/2023,10/13/2023,11/13/2023,10/24/2023,11/5/2023,11/8/2023,11/23/2023,10/19/2023,10/9/2023,10/26/2023,10/18/2023,10/23/2023,11/7/2023,11/4/2023,11/11/2023,10/21/2023,10/28/2023,11/2/2023,10/25/2023,10/22/2023,10/8/2023,10/20/2023}
@attribute Review numeric
@attribute RetweetNumber numeric
@attribute Like_Numbers numeric
@attribute Look_Numbers numeric
@attribute UserName {Palestine,Israel,SkyNews,IDF,BBCWorld,CNN,RT_com,CBNNews,Telegraph,FoxNews,Independent}
@attribute UserName_For_Label {Palestine,Israel}

@data
'Loud explosion heard in Gaza halts BBC journalist s on air report',10/9/2023,113,52,287,20400,BBCWorld,?
'Luckily  this innocent baby survived an Israeli airstrike in #Gaza last night.',11/20/2023,40,897,1100,2400,Palestine,Palestine
'Macron calls on Israel to stop killing Gaza s women and babies',11/10/2023,3600,4700,1100,2700000,BBCWorld,?
'Macron tells Netanyahu ?too many civilian losses  in Gaza bombardment',11/20/2023,73,215,479,6200,Palestine,Palestine
'Magen Inon s parents were killed on October 7 by Hamas. He talks to Al Jazeera about their loss and trying to create hope among communities',11/17/2023,54,154,325,7800,Palestine,Palestine
'Major Hollywood Agency Dumps Academy Award Winner Over Her Anti-Israel Remarks',11/22/2023,?,3,8,816,CBNNews,?
'Majority of Americans Side with Israel  but Young People on Social Media Tend to Side with Hamas',11/6/2023,?,7,11,1200,CBNNews,?
'Makeshift hospitals need to be set up immediately to treat the massive number of Palestinians injured by Israeli attacks  says Gaza Health Ministry. LIVE updates: http://aje.io/3d6i2',11/19/2023,33,195,254,7600,Palestine,Palestine
'Malaysia s leader Anwar Ibrahim says country will maintain ties with Hamas',11/8/2023,278,219,696,41200,BBCWorld,?
'Man arrested over Jewish protester s death during pro-Palestinian rally',11/17/2023,25,40,119,4900,Palestine,Palestine
'Man pleads not guilty to murder of six-year-old Palestinian-American boy',10/30/2023,186,83,229,24200,BBCWorld,?
'Man shot dead in Ramle  taking year?s crime toll in Arab community to 217 https://timesofisrael.com/man-shot-dead-in-ramle-taking-years-crime-toll-in-arab-community-to-217/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/23/2023,8,?,3,2100,Israel,Israel
'Manchester scientist trapped in Gaza fears being killed in air strikes',10/18/2023,363,120,455,31300,BBCWorld,?
'Many casualties have been reported after a massive explosion at a densely populated refugee camp in the northern Gaza Strip. Follow live updates.',10/31/2023,1600,814,683,1400000,CNN,?
'Many experts believe Israel s self-defence case is weak because the besieged Gaza Strip has in effect been under Israeli control http://aje.io/884pwi',11/17/2023,354,1200,2400,10500,Palestine,Palestine
'Many injured civilians reported in the bombing of the Abu Shamala family home  in the Saudi neighborhood in Rafah  south of #Gaza. #Israel',11/21/2023,13,438,394,1800,Palestine,Palestine
'Many killed in Israeli attacks on two schools in northern Gaza',11/19/2023,164,899,1200,9000,Palestine,Palestine
'Many more Palestinians will soon die as a result of the Israeli siege on Gaza and deteriorating conditions in the enclave  says the UN agency for Palestinian refugees. LIVE updates',11/17/2023,34,160,197,4400,Palestine,Palestine
'Mark Regev  a senior adviser to the Israeli prime minister  has claimed that there is no evidence that thousands of Gazan children have been killed  saying Hamas is circulating footage to control the narrative.Follow us on Rumble: http://rumble.com/c/RTNews',11/19/2023,22,29,60,1300,RT_com,?
'Maryanne Trump Barry  Former President s Older Sister and a Retired Federal Judge  Dies at 86',11/13/2023,1,2,2,1100,CBNNews,?
'Maryland attorney general suspends hate crime task force member claiming babies murdered by Hamas were  fake ',11/22/2023,219,315,1200,12500,FoxNews,?
'Maryland hate crime task force member claimed babies murdered by Hamas were  fake   compared Israel to Nazis',11/21/2023,633,376,762,13000,FoxNews,?
'Massive  March for Israel  Planned for DC  Nov. 14; CLICK HERE to Learn More',11/10/2023,1,6,11,1100,CBNNews,?
'Massive  March for Israel  Planned for DC  Nov. 14; Speaker Johnson Prays Aloud on Capitol Steps https://www2.cbn.com/news/us/massive-march-israel-planned-dc-nov-14-speaker-johnson-prays-aloud-capitol-steps?',11/8/2023,3,31,87,2400,CBNNews,?
'Matan Rosenberg  17: High school music lover killed with his two uncles https://timesofisrael.com/matan-rosenberg-17-high-school-music-lover-killed-with-his-two-uncles/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/20/2023,7,19,56,6700,Israel,Israel
'Maxar Technologies  a company specialising in satellite imagery  has released images showing hundreds of thousands of Palestinians forcibly fleeing northern Gaza. LIVE updates: http://aje.io/7sqhkm',11/18/2023,29,214,244,3500,Palestine,Palestine
'Media coverage:  Al Qassam Brigades says its fighters destroyed 60 Israeli military vehicles in 72 hours  including 10 personnel carriers  adding that the Israelis bomb their own vehicles from the air when they fail to withdraw them.  #Breaking',11/20/2023,16,290,571,2800,Palestine,Palestine
'Media coverage:  Hamas announces reaching a 4-day-long humanitarian ceasefire in #Gaza after difficult and complicated talks.  #BREAKING',11/22/2023,19,489,628,7800,Palestine,Palestine
'Media coverage:  Hamas commenting on #Israel s investigation on the Nova festival: In addition to the Israeli military s intelligence failure on Oct. 7  it committed a massacre against civilians  when one of its Apaches targeted them in a music festival.  #BREAKING',11/19/2023,19,260,377,2200,Palestine,Palestine
'Media coverage:  Hamas commenting on #Israel s investigation on the Nova festival: We call on the #US and #EU to reverse their position  which has been supporting #Israel s occupation and genocide and to apologize to the Palestinian people for repeating Israel s lies.  #BREAKING',11/19/2023,34,593,980,3400,Palestine,Palestine
'Media Coverage:  Hezbollah launched kamikaze drones towards the occupation sites in northern occupied Palestine.  #Lebanon?˜#Israel',11/20/2023,17,176,420,2300,Palestine,Palestine
'Media coverage:  Israel deprives this Palestinian man of his little angel. #GazaGenocide',11/22/2023,248,3800,4200,11500,Palestine,Palestine
'Media workers  death toll hits 50  including 45 Palestinians  4 Israelis  and 1 Lebanese journalist killed since the start of the war. LIVE updates: http://aje.io/nkk7k5',11/20/2023,28,181,241,6000,Palestine,Palestine
'Medical Coordinator for Doctors Without Borders:  The health situation in Gaza is catastrophic  and we have lost contact with our medical teams in northern Gaza. ',11/21/2023,5,227,226,1200,Palestine,Palestine
'Medical workers in Indonesia call for an end to attacks on hospitals and healthcare staff by Israeli forces in Gaza http://aje.io/307dty',11/18/2023,321,3600,6700,18600,Palestine,Palestine
'Meeting between US President Joe Biden and Arab leaders cancelled after Gaza hospital explosionLive updates',10/18/2023,845,315,1100,65000,BBCWorld,?
'Melissa Barrera ?fired  from Scream 7 over Israel-Palestine comments https://independent.co.uk/arts-entertainment/films/news/melissa-barrera-scream-7-palestine-israel-b2451371.html?utm_term=Autofeed&utm_medium=Social&utm_source=Twitter#Echobox=1700612399?',11/22/2023,18,11,29,9600,Independent,?
'Melissa Barrera has been fired from the Scream movie franchise over sharing posts about #Gaza being  treated like a concentration camp . Cornering everyone together  with no where to go  no electricity no water ? People have learnt nothing from our histories. And just like?',11/22/2023,216,2500,4800,12900,Palestine,Palestine
'Members of Benny Gantz s National Unity Party have proposed amending Israel s Nation-State Law to specify the state will ensure equal rights for all  regardless of religion  race  gender  or nationality  in the spirit of its Declaration of Independence',11/20/2023,22,116,269,2400,Israel,Israel
'Members of parliament in Scotland voted to pass a motion to back calls for an immediate ceasefire in Gaza. LIVE updates: http://aje.io/pbvd83',11/21/2023,22,99,290,4600,Palestine,Palestine
'Met Police question London family of doctor in Gaza',10/17/2023,161,45,125,22400,BBCWorld,?
'MI5 fears Israel-Gaza war could fuel radicalisation',10/17/2023,555,152,332,33800,BBCWorld,?
'Michael (6) and Amalia (8) hid in a closet  while their parents were murdered by Hamas terrorists. Their sister Avigail (3)  is currently being held hostage in Gaza by Hamas terrorists. She is a child. BRING AVIGAIL HOME.',10/31/2023,2100,3300,7200,26900,IDF,?
'Mideast TV Programs Spread  God s Love to Every Child   Offering Hope to Kids Caught in Wars',11/21/2023,1,3,9,853,CBNNews,?
'Military Africa reports that due to the war on #Gaza  #Israel has withdrawn dozens of Israeli instructors employed by private military contractors in DR #Congo to train parties involved in the ongoing conflict in the country.',11/21/2023,28,718,902,8000,Palestine,Palestine
'Ministry of Health confirms tragic loss of three doctors in #Israeli Bombing at Al-Awda Hospital in northern #Gaza this afternoon.',11/21/2023,44,1600,1600,6900,Palestine,Palestine
'Ministry of Health in Gaza Spokesman: -Those trapped inside Shifa complex face a dire situation without water  electricity  or food. -Communication loss among hospitals obstructs information updates. #Gaza #Israel.',11/20/2023,20,343,343,1800,Palestine,Palestine
'Ministry of Health spokesman in Gaza:  259 wounded individuals are currently left inside Al-Shifa Complex.  #Gaza #Israel',11/19/2023,12,193,195,1600,Palestine,Palestine
'Minnesota couple loses five relatives in Gaza air strikes',10/21/2023,416,128,444,30200,BBCWorld,?
'Missile strikes next to BBC Gaza rooftop base',10/8/2023,189,119,421,30900,BBCWorld,?
'Missing Irish-Israeli woman s relatives  only have hope ',10/10/2023,197,75,373,24400,BBCWorld,?
'Mobile Megachurch Among 8 Latest Churches in AL and FL to Leave the UMC',11/15/2023,?,1,1,833,CBNNews,?
'Modi calls for a Global South consensus on Gazahttps://on.rt.com/clag',11/17/2023,13,16,86,1500,RT_com,?
'More airlines cut flights to Israel after attacks',10/10/2023,54,41,194,18600,BBCWorld,?
'More grief over loved ones on day 46 of the ongoing Israeli genocide in #Gaza.#GazaGenocide',11/21/2023,36,1100,1100,3100,Palestine,Palestine
'More than 10 000 people have been killed in Gaza since Hamas attacked Israel four weeks ago  Hamas-controlled health ministry says.',11/6/2023,1600,824,736,60000,CNN,?
'More than 100 evacuees from Gaza are set to arrive in Turkey on Monday  including dozens of people who will receive medical treatment there  Turkey s health minister and a foreign ministry source said.#Turkey | #MedicalCare',11/20/2023,11,9,21,6700,Israel,Israel
'More than 100 evacuees from the besieged Gaza Strip are set to arrive in Turkey  including dozens of Palestinians who will receive medical treatment there. LIVE updates: http://aje.io/0jjdr',11/20/2023,19,88,207,4100,Palestine,Palestine
'More than 100 Gazans are set to arrive in Turkey on Monday  including dozens who will receive medical treatment',11/20/2023,4,3,15,7400,Israel,Israel
'More than 20 Palestinian patients die at Gaza s al-Shifa Hospital as Israeli forces continue to raid the medical facility  according to Gaza s health ministry.',11/17/2023,141,873,925,6900,Palestine,Palestine
'More than 3 000 Palestinians  including dozens of children  have been arrested in the occupied West Bank since October 7. LIVE updates: http://aje.io/pbvd83',11/21/2023,26,216,210,3200,Palestine,Palestine
'More than 500 people have died in Gaza after Israel launched massive retaliatory air strikes  according to Gaza s health ministry More than 700 people have been killed in Israel since Hamas launched its attacks on SaturdayFollow the latest',10/9/2023,4200,7100,6800,2400000,BBCWorld,?
'More than a million Palestinians in Gaza are now displaced; why are Arab countries not opening their doors?',11/19/2023,2500,816,2900,51200,FoxNews,?
'More than now  great powers accepted they must have a line of communication to their enemies. Having an ally host an enemy may have been uncomfortable  but necessary when the day came that one needed to speak to them | Opinion',11/23/2023,4,11,14,7700,Israel,Israel
'More than one in three Jewish students say they have felt the need to hide their Jewish identity from others on campus since the October 7 Hamas attack on Israel  according to a survey by Hillel International',11/21/2023,67,24,48,2200,Israel,Israel
'Moscow provides update on evacuation of Russians from GazaThe situation at Rafah Crossing Point remains  difficult  amid continuing clashes  the Foreign Ministry has saidMore: https://on.rt.com/clei',11/20/2023,4,10,41,9600,RT_com,?
'Moscow provides update on evacuation of Russians from GazaThe situation at the Rafah Crossing Point remains  difficult  amid continuing clashes  the Foreign Ministry has saidhttps://on.rt.com/clei',11/20/2023,3,10,38,1000,RT_com,?
'Most politicians welcome hostage deal; Smotrich explains why party ended up voting yes https://timesofisrael.com/most-politicians-welcome-hostage-deal-smotrich-explains-why-party-ended-up-voting-yes/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/22/2023,8,7,11,5300,Israel,Israel
'Mother of Shani Louk  the Israeli-German woman missing since Hamas attack on festival  says she is dead',10/30/2023,925,339,100,56100,BBCWorld,?
'Mother s plea for daughter Mia s release after Hamas hostage video',10/17/2023,395,108,525,34500,BBCWorld,?
'Musk to sue watchdog after it accuses him of antisemitism More: https://on.rt.com/cldc',11/19/2023,20,53,213,1700,RT_com,?
'Musk vows to donate revenue ?associated? with Gaza war to hospitals  aid orgs https://timesofisrael.com/musk-vows-to-donate-revenue-associated-with-gaza-war-to-hospitals-aid-orgs/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/22/2023,4,5,15,5300,Israel,Israel
'Musk?s X sues liberal advocacy group over report on ads next to hate group posts https://timesofisrael.com/musks-x-sues-liberal-advocacy-group-over-report-on-ads-next-to-hate-group-posts/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/21/2023,10,6,23,5400,Israel,Israel
'Muslim-American scolds Susan Sarandon to visit a Muslim country before complaining about Islamophobia in U.S.',11/21/2023,152,121,672,7600,FoxNews,?
'MUST SEE: Speaker Mike Johnson s Powerful Prayer for the Peace of Israel https://youtu.be/a_7rtJcgcMU?feature=shared? via @YouTube',11/9/2023,?,9,37,1800,CBNNews,?
'My baby grandson convinced me to leave Conservative Judaism https://blogs.timesofisrael.com/how-my-toddler-grandson-convinced-me-it-was-time-to-leave-conservative-judaism/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/20/2023,2,5,9,5300,Israel,Israel
'My daughters beg for Gaza City return - but our old lives are over  writes the BBC s Rushdi Abu Alouf',10/21/2023,471,197,525,40700,BBCWorld,?
'My daughter s final moments as Hamas invaded her home',10/11/2023,236,131,571,45300,BBCWorld,?
